TCEAL9
ZHX2
SUSD3
MGST1
IL2
EGR1
PPTC7
CCDC181
IRGM
NFAM1
ITGB2
RIF1
CACNA1F
SLC6A8
CNST
COMT
TSPAN31
PAFAH1B2
GINS4
SFT2D2
WNT11
DENND4B
HCK
TXNDC15
SMYD3
NMBR
OPRM1
CDK4
RTL1
SLC17A8
SMNDC1
NT5C3A
MAOB
SPACA7
CAV2
COPG2
OR9A2
AGAP2-AS1
GTPBP1
JMJD1C
AGAP2
HNRNPCL1
ST6GALNAC5
SLC52A3
SIRT2
RANBP17
ZNF277
NAA40
C1orf198
TMEM100
AGT
SERAC1
FAT2
GOT2
KCNIP1
KCNS2
GRM8
CHST12
USP30
LCP2
RNF5
C5orf58
TM7SF3
ACTA1
GABRG2
BARX2
HIST3H2BB
KLC2
TRMU
ARMC10
TIRAP
B3GALNT2
DDX42
AKR1B10
MCM7
CNPY4
PACS1
CD34
CDON
MRGPRF
MRGPRD
CPLX2
HYLS1
RBM44
PATE2
C8orf22
NDUFB9
CEP95
RASSF8
SMURF2
KDM5B
PRAC1
AOX1
CHEK1
SKIL
LRRC17
ALDH2
LRRC4C
CORO1C
TMEM65
PREX2
SAC3D1
GIT2
SLC22A3
FAM185A
SLC37A2
EPB41L4A
FAM19A2
CCDC15
TMEM67
SF3B2
PRKCI
CNIH3
COQ8A
PSMG3
PANX3
OR8A1
OR8D1
ISCU
MTERF4
FNDC9
RAB9B
CPT1A
ZSCAN21
CHCHD3
HEATR6
TAB1
FBXO47
FAM181B
SLAMF1
TEX35
C14orf2
FEZF1
TANGO2
MYBPC1
TECTA
LRRC14
TRIM4
OR2AE1
FAM181A
FAM92A
EVI5
RNF10
ARHGEF12
TRIM44
STARD4
CD84
FZD3
ACOT9
CEACAM4
WASHC4
SPATA20
ZNF716
UBR5
NARS2
MAFK
SNX2
NREP
TMEM184A
LTBP3
RBM12B
RPL3
LASP1
CEACAM7
GAB2
KIAA1683
CCNJL
LDLRAD3
PLP1
SLX4
FAM71B
GRIK4
EHD1
ITK
SPG7
ASB2
SNX11
AKAP13
PPP1R32
HAVCR2
TOM1L2
JUND
HN1
PPP1R27
TBCEL
PLK4
CPSF7
OSGIN2
CSN1S1
OR2A12
OR2A2
AC093901.1
RP11-111H13.1
CDC42BPG
TRIM29
LYG1
AASS
PHC3
UFSP1
ARMC7
KIAA1524
RARRES3
AGXT2
SRSF9
SLC41A1
C12orf45
TRIAP1
ALDH1L2
ADRA1B
TONSL
C2CD2L
SLC16A14
MSI1
C1orf112
LRRN3
PCDHB15
PCDHB18P
PRDM4
KIF2B
DUSP22
UBLCP1
CYP2U1
LYPLAL1
SLC1A2
CUX2
SLC22A25
TAB2
DNAJB9
GLMN
PCDHB2
RAI1
OR5H1
PPP4C
ZNF474
TANC2
ZNF738
ZNF26
LOX
HSPA1B
GPER1
OTOP2
TBPL1
TGM1
C8orf37
CCDC88B
PCNX2
PCDHA1
SCN2A
TBC1D17
SMS
IL4I1
EPHB4
TSFM
CANX
MED19
BTBD7
STXBP5
OR6C68
ABHD17C
DNAAF3
GLT8D2
NRDC
MBTPS2
TSKU
HVCN1
SPATA5
SIAH1
ETF1
ELF3
ZBTB7B
TMF1
ADGB
EOGT
GON7
ESRRG
XPO6
TMEM92
MREG
MOAP1
IQCA1
S100B
GSTM4
CLP1
ZNF300
MTMR3
NME7
PGAM5
REEP2
MGAT4C
MRC2
BLZF1
RAB32
ZNF655
BHLHB9
RBM22
PRAMEF1
ERCC4
ZUFSP
C12orf73
OR52K1
PRAMEF12
KNTC1
FAM135B
SLC28A1
NABP1
ACTRT3
GOLGA7
AKAP12
HAND1
LUC7L
MUCL1
MAIP1
KIF26B
DPP10
DCD
CADM1
TOR1A
TCF20
MRPL16
ZNF582
BICDL1
KCND2
PCOLCE2
CLDND2
LRRC46
GPR161
HTR3A
STX3
GFRA3
CPPED1
GPRASP2
DIP2A
CCDC124
LSM8
SLAIN1
ZNF589
CEBPG
OR4F6
NDRG4
TMEM131
RGS9BP
HCLS1
RGS7BP
FBN1
PLA2G4D
MTHFD1L
TMPRSS11B
SMARCA1
ANKRD27
POP7
RNF213
NUDT2
RPS12
DRD2
CD37
RP11-145A3.2
ENDOV
C1RL
B2M
C10orf107
PPIA
PPME1
IFIH1
SRP68
C2orf42
DMC1
SLC18B1
MIR5195
IARS2
HADH
UNG
SLC36A3
SHANK3
KCNK7
OPCML
GRIK2
TMEM45B
SULF1
SLC2A2
NTN4
DAO
BRCA1
CLDN11
PATE3
ROBO3
ZCCHC18
KCTD18
UBE2V2
MSX2
SNX24
FLNC
OR14I1
GNAT3
KCNH6
OR2M3
C5orf47
ARRB2
OR14A16
PARP1
FGD6
TRPV4
ATXN2
TTLL1
GINM1
COQ5
OAF
TTPA
PLA2G10
FUCA2
PEX3
RRM2B
NPLOC4
METTL18
ALOX15
FAAP100
TUBD1
BTBD18
CNBD1
SDE2
MTMR4
RRP15
FOXP3
CHD6
PHEX
CCDC93
TRAPPC4
HIVEP2
IGF2R
FAT4
SPATA17
ZNF704
RARS
BNIP1
PAK1
MS4A5
VANGL2
GABRR3
UQCRB
KIAA0355
ZNF431
ZNF429
ZDHHC9
C1orf229
SRFBP1
TCEAL8
ZYX
MS4A6E
CUEDC2
LOXHD1
UTP18
SAT2
PDE4C
UNC79
PAPSS1
PXN
RNF43
ATP9A
UGT2B28
TSPOAP1
HSF1
TRIB3
METTL7B
TREM2
THAP3
HINT1P1
LRP5L
ZBTB39
MCFD2
DNPH1
PIK3R3
IMP3
NLRP7
SMPX
CNKSR3
TMEFF2
FKBP10
OR6C6
TERB2
FAM136A
SPHKAP
GIF
SLC22A20
DISP1
HAS2
SCARA5
COL1A1
TMCC2
EPHA6
SMTNL1
USH2A
TLE2
RIPPLY2
CYC1
GPAT4
CASC1
RMND1
PLEKHG3
PJA2
PRAMEF2
CALB2
REEP3
MARCH9
THAP12
TATDN1P1
UBE2L6
UQCR10
TBX19
CAP2
POU3F2
ATP6V0D2
OR52I1
SPTB
FAM19A4
PSKH2
CHST8
PIWIL3
VTA1
VEZF1
NEB
FBXL4
NDUFS8
IPCEF1
TRIM68
CEP152
MAST3
GRM1
ZNF90
RNF165
OR6V1
LEFTY1
SUV39H1
MAF1
OR6W1P
TNR
C12orf77
OR51D1
AC012462.2
IL12RB1
TCF21
OR51E1
ING3
LRMP
ZNF486
RP1-283K11.3
NR1H4
TARID
SHARPIN
GTF2IRD1
FAXC
PRR15L
EYA4
MTBP
CDK5RAP3
WDR97
CUL9
PAQR9
SRSF1
GCA
SIDT2
ARMT1
SNTB1
ITPK1
MRPL13
FAM177B
ASCC2
U2SURP
CHMP6
PIP
EBF1
KCNH7
TAS2R39
LARP1
SND1
TAS2R40
CCDC170
ADAD1
CYB5R4
UGT2B10
LRRC4
MED9
PCSK7
SLC7A13
POLE
RASD1
METTL2A
TUBGCP3
DCTN4
LEP
BTBD11
CHKA
GPR35
TTC23L
CAPN10
TAGLN
TXNRD2
MAT2B
XCL1
RBFOX1
KLHL34
TCIRG1
CNKSR2
OCRL
BAD
MAN2A1
GPR137
PCYOX1
KDM3B
LRRC34
LEFTY2
CDCP2
SSBP3
OR51E2
LAMB4
UGT2A3
MRAP2
TMEM104
EVX2
ANKFY1
DPT
DISC1
CPED1
TFB2M
FLAD1
TLK2
FGD3
EMILIN3
GBX2
SHISA4
ZAN
LPIN3
ASB18
MRPS18B
ZKSCAN5
COQ3
PNCK
EMSY
PPP1R10
LRRFIP2
MRPL37
CYB5D2
CYP2W1
SLC3A2
TMEM139
LMOD1
PNISR
CCDC66
SGSM1
HOXD13
RMDN1
P3H2
APLN
GSTK1
MKL2
HOXD12
SERPING1
TMEM121
DOCK6
CEP164
NRP1
XPNPEP2
CACUL1
RBM28
PEMT
NDP
RFWD2
IGHA2
P3H4
GABARAPL3
HOXD10
RP6-218J18.2
FAM208A
ANGPTL8
ZNF774
ADGRG1
ZMAT5
SSX3
GPAA1
KCTD3
ALPK3
NXPE2
PPP1R9A
ZNF682
UMAD1
PRRX2-AS1
VPS25
EML2
NME6
TMPRSS5
PATL1
FBXO40
ZMAT4
C1orf50
ERMAP
MRPL55
DMKN
ZSCAN32
TXK
GLIPR1L2
YRDC
LDLR
TBX21
SPC24
TRAPPC2L
TMEM132B
ACY3
PLCB1
LINC01424
ZNF556
COPS3
GNB1L
DNAJB13
TMBIM6
HEY1
CD33
POMK
ADNP
TIMM8B
SSRP1
SLC26A3
MED13
COL28A1
CSRP1
TMEM235
DTX4
MMP17
IDO1
VASP
EPHA10
KPNB1
TOB1
IGFBP6
OR5AK2
C10orf53
CD300A
CPA5
PPP1R14C
FAM57B
MRPL49
PAAF1
ZNF444
OR5B17
ASB3
C11orf1
ADAMTS2
GLIPR1L1
DNAH14
CHRNB1
OPN3
ZNF354C
GCG
CDK1
OR10W1
ZNF630
SOWAHC
GPR142
CXCL11
CDT1
RUNX2
SNRK
SCARA3
RNPEPL1
ZNHIT2
BIRC6
C17orf77
ZBTB9
C17orf99
CD300LD
TADA2B
C17orf82
MTMR8
ZNF569
ARHGAP45
SYNGAP1
MYCT1
UBE2M
ANKMY1
RIN3
LRFN2
ASB12
CFAP58
IL36A
ESRP1
COL1A2
RPS29
ZMAT1
MAP4K1
VNN3
CSNK1E
CACNA1D
REM2
ALPL
AIP
TMEM64
OR5M10
IDH2
ZNF732
C20orf85
TNFSF9
ZNF683
PRKG2
ARL14EP
OR8J1
C7orf31
DESI2
CPSF2
LIMK2
USHBP1
REPS1
TNFAIP2
ARMC2
DESI1
NDUFB1
TAF6L
SGPL1
DXO
KIAA1024
ZC3H12C
IGSF8
CGRRF1
RAB11B
KAT7
MYO5C
FBXO42
AC074391.1
CORO1B
KRT32
TMEM106C
ZNF157
LMNB2
TEDDM1
GNB4
IL34
ACVR1
PTPN13
TEKT5
SEC14L5
TNFRSF8
MAP3K15
WBP11
AK6
GRHL3
THSD7B
MESP2
ANK3
PPL
CNTN3
NUDCD1
XRN1
TMEM72
ENGASE
MOCS1
MSRB3
EIF3H
RASSF4
QRICH1
DDX56
TNFRSF25
TPM4
C10orf71
STAB1
RP11-800A3.7
ARHGEF17
LINC00346
CMPK1
CD247
NCF4
PERP
RAD17
DRGX
FAM134B
ANPEP
ESR2
STX2
STPG1
C16orf89
WHAMM
ALKBH8
TPR
KRTAP17-1
ERCC6
C10orf10
CACNB2
MBD4
SNAI3
FMN2
IFITM3
PNMA5
KRT33A
PLD6
CCT7
NIPAL3
KIAA1147
TOP1MT
KRT33B
RBFOX3
COL17A1
RHBDD1
KIAA1551
AGK
DIO1
ELMOD1
KRT34
PHF20
PRRC1
MANBA
NT5DC2
DUS4L
GNGT1
CBFB
ANKRD10
HDX
SPTLC2
SPCS2
SFRP2
ATP2C1
TFPI2
SLN
LUC7L2
ANKRD34C
PRG4
PRF1
TMEM79
WFS1
B4GALNT4
KCNJ10
PSMA5
SLC35F2
CSPG5
RP11-544L8__B.4
GLMP
TRIP11
PIGM
LIN7A
HBP1
NDST4
STX17
TMEM101
C7orf26
BAZ2A
GFM2
RAB39A
FBXO21
TNFRSF1B
RAN
SCNN1B
ACSS3
GNL3
SLC20A1
LAMTOR1
ZCCHC6
DUSP26
KLK10
NKAIN1
C11orf94
ATP6V0A2
SNIP1
DCHS2
ACAT1
WDR3
MAGI1
GLT8D1
MSLNL
WRNIP1
ST6GALNAC3
RFLNB
LINC01600
MACROD1
PCTP
GMDS
ITGB1BP2
TMEM209
RP5-1061H20.5
PLG
COX11
RNF187
CALD1
EIF3B
DOCK2
SNX8
EIF5A2
ITPR2
REEP5
TMEM258
ACRV1
ASB15
SPEF2
ACAD10
DOCK5
FBXL13
APPBP2
FOXC1
G3BP1
PGBD5
PLAGL1
NRF1
MARK2
DUTP1
THYN1
RAB4A
NBR2
SRSF6
AC074389.6
MIF4GD
MATN2
RPS19BP1
SPDL1
RASGRP2
GAL3ST3
BIK
DDIAS
KCP
KLHL38
OR2M5
HOXB1
APPL2
AZGP1
RPL10
GJC3
RP11-885L14.1
ST6GALNAC6
MARCO
DECR1
PRPF19
ATP2B1
LRIG3
NAB2
WSCD2
POC1B
PDCD2L
PRR29
APOBEC3H
PCDHB7
PCDHB8
SGMS2
SLC39A10
OR5AC2
MS4A1
ZNF667-AS1
ARL14
CASP2
GPX3
CD3D
IL10RA
FDXR
C12orf50
UMPS
LINC01119
ATP1B1
CEP162
BACE1
NT5DC3
ACYP2
TSPYL6
MAP9
C19orf70
PAX8
MMS22L
C12orf42
SPRTN
RTKN2
SOX6
ZNF77
ATP5G3
SNX29
OR4D6
HGSNAT
FAM26E
TH
IL18
RPL36AL
GNL1
ULK1
KCNJ4
PCNT
P2RX3
BCO2
GNPAT
CDC7
NRXN3
FUZ
ACTR6
RP11-10A14.4
WDR74
CA1
DPY19L4
ALDH1B1
CYP2S1
OR5B3
CHAC2
ZNF787
VPS13D
BIN2
ZNF793
AGAP3
ERI1
TNFRSF11B
SAMD14
BEX5
GPRC5C
ZNF607
TCEAL6
KRTAP12-3
SEC31A
UBE2B
ADAMTSL4
ABHD5
OR9I1
C1GALT1
TCOF1
MPC2
PDAP1
RASGEF1B
OR5G5P
TNNI1
ANXA2
NORAD
SLC7A10
LRRC43
PDCL2
METTL16
WDHD1
VNN1
TDRG1
GNAT2
TM6SF1
ABCC6P1
COX5B
FYTTD1
TMEM151B
IRAK1
SERPINB8
HSPA12B
TIGD5
TIMM29
ZFAND6
MRPL47
IWS1
BIN3
MLH1
XYLB
TPX2
SLC39A13
KCNH3
EEF1D
SYT12
LIN28A
GSTO1
AURKAIP1
FRAT1
RP11-148K1.12
PTPRO
POU6F1
STXBP5L
SLC4A2
WASHC3
FBXL2
GPATCH1
PPEF1
PPP6R2
LRP10
RABGAP1L
DACH2
VAX1
SLC24A4
CD14
ACTL6A
ATP1A2
C17orf97
RSPO4
ATOX1
CAPN9
COG2
GABRP
RABL2B
JAM3
ALKBH2
SNAP47
FGFR1OP2
SVOP
TBX2
DRG2
NFRKB
CDH17
KLF10
FAM118B
PRRX1
TCP11L2
CPA6
PLAC8L1
LMNTD1
NEFM
CACNA1C
GABRB2
CNIH4
MFSD8
ITPKB
EXOSC2
VAT1
OR2G6
FKBPL
CADPS2
OR2T6
OR2M7
CD48
AK1
NKX2-6
ASS1
USP35
RNF26
PM20D1
ARHGAP26
PDZD3
MS4A15
HINFP
LINC00940
RAB29
PPP1R3F
KIAA1211L
SEPT4
MEPE
CR1
PACSIN2
NEU1
SPIC
STKLD1
CLNS1A
TP53BP2
MRNIP
CCDC22
POFUT1
MS4A12
ELK4
NDUFAF8
PTGES3L-AARSD1
ANKRD11
ZNF708
NUGGC
ZNF667
C7orf50
MAML1
SURF2
ARL1
MVK
TRIP12
NDRG3
UBE4A
ZNF626
LIMK1
P2RY6
KLC1
GDAP2
TRHR
SLC32A1
AMN
ACAP1
RNF122
CES4A
MYEF2
DDI1
ICAM4
AKR1A1
OLIG3
CTH
CDKL3
ZNF609
PNLIP
NSMCE1
CYLC1
SLC9A8
BATF3
ZNF639
ABCA2
CES2
PPP4R2
CES3
VDAC3
OR5W2
PSMD12P
DNAJC8
PRKACA
SRD5A3
SEMA4C
PEX14
EEF2
KLC4
TMEM259
CEP57
RNF34
DEFB123
RLN3
ACSS2
SLC25A29
ZXDB
TMEM255B
DEFB115
IZUMO1R
LCNL1
MEOX1
ATF7
FAM220A
WDCP
TBK1
TTTY12
NR5A1
HTR5A-AS1
LSM14B
TP53I11
HNRNPA0
RNASEH2A
CYTH3
TSPAN18
GPATCH8
JUNB
POLR2F
AP1B1
BACH1
IFNA10
C2CD4D
RNF207
NCAPG
ZFHX3
ANKRA2
PIP4K2C
GPHB5
ACTR3C
CSGALNACT2
ANKS4B
CORO6
PGLYRP4
ADGRL3
CC2D1A
AHRR
DDB1
PCED1B
RNF6
ZNF260
ABCG5
PDE10A
NTN5
F2
TMEM174
LMO7
MXRA7
BEST2
GUCA2B
ZFYVE26
RELL2
CD27
ZNF780A
CHRM2
CAMKK2
SPRR2A
C15orf56
SPRR2D
TMEM158
CHD5
CDCP1
ZNF274
FAM217B
SLC7A6OS
ASXL2
MELTF
C1QL1
AP3D1
XRCC2
MYOF
LRRK1
REC8
COX7B
P4HTM
ASF1A
FADD
MGAT1
CCNDBP1
CCDC81
MFAP3L
RREB1
FAM184A
WASHC5
FCRL2
RPL34
SNX4
ATP6AP1
AZIN1
TRIM17
VPS51
ODF1
TTC38
SLC7A14
SYT2
TMEM119
ATF4
MRPL21
MTDH
HMP19
BHLHE22
ADAM7
DNASE1
GAL
C12orf75
POU2F3
PPP1R13B
PTPRZ1
CCDC137
OXLD1
FLT3LG
ADAT2
GPI
PNOC
MYH15
CFAP161
MS4A13
HSF5
TMEM105
MYL2
HSPA1L
PTOV1
FBXL6
COBLL1
TREML2
C11orf24
MS4A6A
GLOD5
MRPL27
ZDHHC5
FTSJ3
TMEM207
OSBPL9
IL21
FBXW11
SMIM3
NUAK2
TDG
TSNAX
OR4D1
PLXNB1
DAW1
PRRT4
WWP1
C11orf40
TRIM69
MYNN
TRPV5
C5orf24
RASGRP3
MSI2
RWDD1
MFAP2
PTGES
CHPF2
ZNF592
SLC6A4
CHD7
GGNBP1
RPS6KA1
LSM11
MSN
NDUFAB1
NDUFA6
ROBO1
LRAT
PIH1D2
ATP2B3
ASPM
NUDT8
SYP
MIOX
GBX1
TSPYL1
C1orf131
DEPDC4
SOCS3
ZMIZ2
AP2A1
NUDCD2
EVPL
FAM32A
STMN2
KIF25-AS1
C16orf92
TPD52L1
ULBP3
ZC4H2
FAM204A
MYLIP
MAPK7
HLA-E
BOD1L1
CDKN2AIPNL
PPP1R3A
RP3-470B24.5
OR5B21
TRBV10-2
TRIM67
APCDD1L
PEA15
OTUD6B
PTPN14
TMTC2
PSTPIP2
FAU
CRYAB
DLX4
SCUBE2
MAL2
KIF25
CASD1
KBTBD2
RASAL2
LRP1
REV1
GCSAML
CTNNA1
OR13G1
IMPA1
TRIQK
NLRP3
NUP50
PCDHB11
PCDHB4
CBX6
SLC22A24
UGT2B4
ZNF493
DSN1
CYB5R3
LINC00671
ENTPD4
TNIP1
KIAA1107
MYO1A
SUPT4H1
MBTD1
AKT1S1
SKAP2
NAP1L1
SDPR
TBC1D31
NANOS1
CBFA2T3
FAM200A
ARVCF
GCN1
TES
PEBP4
SP6
FCAR
SCYL2
MYOZ3
CWC27
DSTYK
COL14A1
ALDOA
PRRX2
AC005324.8
NDUFS3
PCM1
BAK1
ESCO2
PAX4
CAMP
RALGAPA1
EFEMP2
TBC1D3P2
PHGDH
C1RL-AS1
ZZEF1
NCAM1-AS1
KCTD10
C1orf122
FAM26F
ABRACL
EPAS1
TARSL2
ASCL1
UBAP1
DLAT
GOLGA2P5
JADE2
LRP2BP
MPEG1
RNH1
SCEL
DOLPP1
ZHX3
HDDC2
ATP8B1
TOP1
GPR63
IPP
GRK2
NAGA
RUFY1
FERMT3
CTD-2285G11.1
IL1RN
ZNF182
GSN-AS1
SURF6
FGF11
TSPEAR-AS2
TBCK
KRTAP10-8
TBC1D14
RAB6A
CDC5L
SEPT3
FAM135A
ZC2HC1A
KCTD17
IGF1
NCOR2
TBCA
LUC7L3
CCDC59
RRP12
CFH
PROS1
IL12A
SKA2
C1orf52
C9orf106
ABCA5
WDR88
EPHA3
BNC1
RUBCN
RTN1
CSF2RB
COX5A
NXF5
SH3KBP1
NLGN3
ATP13A1
TPM2
C9orf170
LRRN2
PAPSS2
SLC26A11
RNF182
RP5-1142A6.8
OR8U1
OR5T3
GADD45B
WDR63
ETNPPL
IRF4
RTN3
ETS1
NAPEPLD
IGHMBP2
RAG2
PAK5
OR8B8
ANXA13
ETFA
SNED1
BSX
OR14C36
SEZ6L
NKX3-1
THY1
TOMM20
MYCBPAP
APOBEC3G
ADAMTS13
NRG4
SAMD7
HOXD1
KDM4A
SELP
CCDC85B
MRPL58
C10orf95
WDR36
CTC-308K20.1
MAS1
FADS6
CRTC2
UTP20
SIPA1L2
BRMS1L
AATK
SOX12
FUNDC1
TSPAN1
ABCC11
CRYBB2
KIAA1671
OR6C1
CLDN1
MKS1
SCCPDH
CNGA3
TCN1
CHST4
EXOSC4
GOLGA5
NNMT
MAP6
FBXL17
OSBP
KCNK2
DHFR2
STX19
GALR2
EPM2A
CPEB2
ACTRT1
CCDC152
TAF2
C1QTNF7
PLET1
HAUS1
MFAP3
PTS
AP5B1
RHOBTB1
SLC35G6
SOCS1
PTRH2
ARRDC2
ZNF253
LINC00943
C2CD3
NTMT1
LAS1L
CHD1L
C16orf90
ENAH
GALNS
GDPD5
HSD3B1
RMI2
TCEANC2
PRM1
GALNT10
KDELR3
HYI
CENPF
UBE2G2
CYP2E1
ST3GAL1
C1QTNF6
DIXDC1
NKX3-2
AFMID
GSTA1
TCEAL2
ARF5
ARL4C
KMO
APOBEC2
LDB1
STK17A
CD300C
TBX4
HPS6
ARPC1B
ATF2
EXT1
IL36B
PLBD2
IMMP1L
CHTF8
SLC30A8
HAS3
ANKZF1
STIP1
ABCA10
TST
CHDH
SYDE2
ZNRF1
KPNA7
GLRA1
TRPM4
SLC18A2
TCTE1
LRTM2
RUBCNL
S100P
ZNF507
NFKBIE
ETNK1
ZNF718
SLC30A6
HNRNPM
FGD4
BABAM1
MINPP1
RNF217
HDAC11
TRADD
B4GALNT1
POU2AF1
ENTPD2
NEFH
INVS
MAPKBP1
LYN
FANCM
SMARCC1
LINC00575
PCK1
C19orf47
BLNK
LRTOMT
PKM
GOLT1A
GPR31
RFTN2
SLC26A2
RPRD2
MFSD4B
HLA-L
BACE2
PTGER3
MROH2B
SNAI1
TTC26
MAL
MYCBP2
RTP5
TMEM150C
VDR
FGFR1OP
NCBP3
FAM83G
LRRN4CL
ANTXR2
LINC00323
POLR3H
RASGRF1
PIK3CG
HHLA3
ZNF383
PAQR4
PHF20L1
PRPF3
ST6GAL1
CD52
FAM104A
SMIM15
SNRNP48
ELOC
RPS6KA6
PGM2L1
DTX1
TMEM123
COX7B2
HIGD1B
ELP6
SERTAD2
PEX7
LZTFL1
NPFFR1
RHOF
MPP2
KLK4
RPS27L
HACD2
TOB2
FOXN1
OR5D18
C4orf50
FAM86C1
MCMDC2
OAS1
SERINC1
MRPL15
FAN1
RPS2P32
LYSMD2
PSMD5
S100A16
DEFA5
GGT7
ANKS6
FSCB
LDLRAD4
NFKB1
ZNF280A
COL25A1
TAF1
OSTC
RCOR2
IFT81
SIPA1
ARHGAP32
KIF13B
CAPSL
FLI1
MBLAC1
PRLH
SYT7
WDR26
ATXN10
PRDM13
OR8B12
MLPH
CTSE
OR2T1
HOXB2
NUP85
CPQ
OR2T4
ZNF251
SC5D
ATAD2
SYT17
ITPRIPL2
MIXL1
ARL8A
HYOU1
ESR1
FAM222A
LINC00482
CYB561
MFSD13A
ST7
G6PC
CD68
ZNF124
LIMS2
FTMT
R3HCC1
SLC25A45
EPHA1
SLC2A12
RIOX2
MED25
NT5C3B
TTC19
OR10P1
ERICH3
ODF3L1
CCDC155
IGLL3P
TBX18
UBA3
KLHDC8A
LPO
IMPDH1
SNRPG
RRP7A
TMEM211
SERHL
TMEM252
RPTOR
PABPN1L
SOX1
SLC19A3
CAPN1
LITAF
EDNRB
ZPR1
CNTD1
TFEC
EFCAB3
VMP1
RIPK4
KIR3DL1
NTS
ZBTB48
MYL9
LRRIQ1
PITX3
SNHG1
KLHL32
LINC00336
CEP41
ELP4
SNX32
KBTBD8
SREK1IP1
ITGB1
MTF1
LHFPL2
TMPRSS2
RBM24
DLD
LIPN
CIT
ADAMTSL3
TRBC2
P3H1
EP400
SEC24A
HECA
NDUFB5
GSG1L
LIPK
TRPC1
RPS14
AC091878.1
BASP1
THAP9
SAR1B
UCP2
HARS2
ZNF697
PTCD3
LTBP1
GSTA3
SUMO3
PRLHR
FAM71F1
HDAC6
SPARCL1
CD47
PARN
MS4A14
LRRC31
TSLP
BRIX1
CAPN2
OR51L1
KLHDC7B
GP6
DEFB129
BAIAP2
OR9K2
NEUROD4
NPTX1
NXPE4
BCAT1
NOC4L
PLA2G4F
TMEM63A
IPO9
CFL1
NOL3
PRKAB2
PYCRL
DCAF12L1
SOAT2
OPA3
POLQ
BRI3BP
CA8
CCNG1
TLX3
BIRC5
CTTNBP2
TOX
HFM1
ADAM2
C5orf30
C4orf36
TRIM47
CTU1
CLDN5
MLXIP
PPP4R1L
TRPM8
OSBPL1A
SLC10A6
P2RX1
POLR1A
GLYAT
RAB28
PTPN1
NLRP4
ABCA6
PLEC
PENK
NYAP1
ACP2
ONECUT2
STAP1
CNTF
GTF3C1
MROH6
LRSAM1
OR6B3
LPXN
LRFN4
BTG4
COLCA2
AHSA2
ZNF200
SHC1
KLK12
PRKD1
C11orf87
RP11-25I9.3
TCP10
PTPRCAP
HEBP2
BCCIP
CKAP2
ZNF853
HGD
FAM117A
U2AF2
FLVCR1
OR2AT4
HJURP
PBRM1
ANAPC15
PLCL2
CUTA
TMEM95
PNLIPRP1
SLAMF9
GLUD1
ERMARD
PHGR1
GRIK3
IFT122
IFT27
COMMD8
MGEA5
OR8J3
C5orf64
EXOC5P1
SEC61B
MYLK
KRT8
C9orf139
CYP8B1
ASF1B
SLC35G1
OR5L2
WNT8A
ETNK2
OR6K2
JRKL
